############################################################
2020-07-17 09:30:50
[DataFrame Name] report/one_class/one_class_[1_-1_1]_[1_1_1]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_-1_1
[Abnormal Mean] 1_1_1
[Model] one_class
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.14839608818292618
[Cut Threshold with 0.01 FP Rate] 0.18757469967007637
[A/N Ratio] 1:0.1
[Recall for TEST (FP = 0.05)] 1.0
[Recall for TEST (FP = 0.01)] 0.9666666666666667
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=10.25; d1i=2.5; recall=0.972]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=0.9087028809256169; d1i=2.5; recall=0.052]
[d0i=7.36818275110413; d1i=2.5; recall=0.194]
[d0i=18.70224814116791; d1i=2.5; recall=1.0]
[d0i=15.739360310065445; d1i=2.5; recall=1.0]
[d0i=3.491235432397996; d1i=2.5; recall=0.996]
[d0i=2.6755412219316757; d1i=2.5; recall=0.0]
[d0i=14.67202207034045; d1i=2.5; recall=0.998]
[d0i=19.18866540963815; d1i=2.5; recall=1.0]
[d0i=8.58558212865291; d1i=2.5; recall=1.0]
[d0i=0.7978568506136647; d1i=2.5; recall=0.004]
[d0i=8.998404300671416; d1i=2.5; recall=0.52]
[d0i=10.25; d1i=2.5; recall=0.853]
[d0i=11.98938962406916; d1i=2.5; recall=0.997]
[d0i=10.786606742864176; d1i=2.5; recall=1.0]
[d0i=8.676155112143345; d1i=2.5; recall=0.914]
[d0i=9.227857545435722; d1i=2.5; recall=0.745]
[d0i=11.508510976640267; d1i=2.5; recall=0.98]
[d0i=11.66039674025668; d1i=2.5; recall=1.0]
[d0i=9.426600507562362; d1i=2.5; recall=0.986]
[d0i=8.58558212865291; d1i=2.5; recall=0.765]
[d0i=10.559921752689446; d1i=2.5; recall=0.88]
[d0i=12.010029630755188; d1i=2.5; recall=0.999]
[d0i=10.483052492088746; d1i=2.5; recall=0.999]
[d0i=10.25; d1i=2.5; recall=0.921]
[d0i=20.127903861938556; d1i=2.5; recall=1.0]
[d0i=13.29736198510838; d1i=2.5; recall=1.0]
[d0i=1.3122161471319873; d1i=2.5; recall=0.769]
[d0i=4.445305778718167; d1i=2.5; recall=0.021]
[d0i=17.397018853294405; d1i=2.5; recall=1.0]
[d0i=18.259570262270955; d1i=2.5; recall=1.0]
[d0i=5.573956798569138; d1i=2.5; recall=1.0]
[d0i=0.7978568506136648; d1i=2.5; recall=0.0]
[d0i=12.010029630755188; d1i=2.5; recall=0.993]
[d0i=20.245117394164527; d1i=2.5; recall=1.0]
[d0i=11.57349306893779; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=11.557972361039216; d1i=2.5; recall=1.0]
[d0i=10.653513266206371; d1i=2.5; recall=1.0]
[d0i=9.066512651683198; d1i=2.5; recall=1.0]
[d0i=9.481377454990671; d1i=2.5; recall=1.0]
[d0i=11.196365064348853; d1i=2.5; recall=1.0]
[d0i=11.310578911606864; d1i=2.5; recall=1.0]
[d0i=9.630826605322255; d1i=2.5; recall=1.0]
[d0i=8.998404300671416; d1i=2.5; recall=1.0]
[d0i=10.483052492088746; d1i=2.5; recall=1.0]
[d0i=11.57349306893779; d1i=2.5; recall=1.0]
[d0i=10.425248957510899; d1i=2.5; recall=1.0]
============================================================
Recall when d1i changes (FPR=10%):
[d0i=2.5; d1i=10.25; recall=0.007]
[d0i=2.5; d1i=10.25; recall=0.0]
[d0i=2.5; d1i=0.48793509792421863; recall=1.0]
[d0i=2.5; d1i=7.2383746699162295; recall=1.0]
[d0i=2.5; d1i=19.082969754708596; recall=0.0]
[d0i=2.5; d1i=15.986622113037727; recall=0.0]
[d0i=2.5; d1i=3.186794802077901; recall=0.389]
[d0i=2.5; d1i=2.334358601696265; recall=1.0]
[d0i=2.5; d1i=14.871206872965033; recall=0.89]
[d0i=2.5; d1i=19.591297119074383; recall=0.0]
[d0i=2.5; d1i=8.51061037593084; recall=0.012]
[d0i=2.5; d1i=0.37209613806144115; recall=1.0]
[d0i=2.5; d1i=8.942027638960784; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.06]
[d0i=2.5; d1i=7.23837466991623; recall=0.922]
[d0i=2.5; d1i=9.320904852632811; recall=0.974]
[d0i=2.5; d1i=12.974996782953955; recall=0.208]
[d0i=2.5; d1i=12.019764556786491; recall=0.012]
[d0i=2.5; d1i=8.070980714733993; recall=0.599]
[d0i=2.5; d1i=7.808001675042933; recall=0.986]
[d0i=2.5; d1i=11.67565572077065; recall=0.728]
[d0i=2.5; d1i=13.13181724889587; recall=0.015]
[d0i=2.5; d1i=9.713393257135825; recall=0.108]
[d0i=2.5; d1i=7.202638014891624; recall=0.957]
[d0i=2.5; d1i=9.846486733793629; recall=0.951]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=19.082969754708596; recall=0.0]
[d0i=2.5; d1i=12.974996782953953; recall=0.0]
[d0i=2.5; d1i=2.2576996547107093; recall=0.989]
[d0i=2.5; d1i=5.059355384650221; recall=1.0]
[d0i=2.5; d1i=16.640971429751524; recall=0.326]
[d0i=2.5; d1i=17.412277833808375; recall=0.0]
[d0i=2.5; d1i=6.068612050973771; recall=0.235]
[d0i=2.5; d1i=1.7977518588320898; recall=1.0]
[d0i=2.5; d1i=11.823844887856653; recall=1.0]
[d0i=2.5; d1i=19.187783852868005; recall=0.0]
[d0i=2.5; d1i=11.433487348316802; recall=0.0]
[d0i=2.5; d1i=10.25; recall=0.846]
[d0i=2.5; d1i=15.986622113037729; recall=0.0]
[d0i=2.5; d1i=12.019764556786491; recall=0.0]
[d0i=2.5; d1i=5.059355384650223; recall=0.244]
[d0i=2.5; d1i=6.878906527675742; recall=0.984]
[d0i=2.5; d1i=14.400652503724608; recall=0.019]
[d0i=2.5; d1i=14.901581805682365; recall=0.0]
[d0i=2.5; d1i=7.534373971869819; recall=0.0]
[d0i=2.5; d1i=4.760639689934556; recall=0.949]
[d0i=2.5; d1i=11.272142454564282; recall=0.707]
[d0i=2.5; d1i=16.054694221281835; recall=0.0]
[d0i=2.5; d1i=11.01862254500933; recall=0.0]
[d0i=2.5; d1i=10.25; recall=0.0]
[d0i=2.5; d1i=3.1867948020779; recall=0.876]
[d0i=2.5; d1i=8.070980714733992; recall=0.999]
[d0i=2.5; d1i=16.640971429751524; recall=0.0]
[d0i=2.5; d1i=14.400652503724604; recall=0.0]
[d0i=2.5; d1i=5.13951690360658; recall=0.031]
[d0i=2.5; d1i=4.522748641786046; recall=1.0]
[d0i=2.5; d1i=13.593609444643143; recall=0.455]
[d0i=2.5; d1i=17.008764567602004; recall=0.0]
[d0i=2.5; d1i=8.991489023359733; recall=0.0]
[d0i=2.5; d1i=3.1029811467055946; recall=0.972]
[d0i=2.5; d1i=9.303634935651147; recall=0.989]
[d0i=2.5; d1i=10.25; recall=0.015]
[d0i=2.5; d1i=2.3343586016962656; recall=1.0]
[d0i=2.5; d1i=7.808001675042931; recall=1.0]
[d0i=2.5; d1i=17.412277833808375; recall=0.01]
[d0i=2.5; d1i=14.901581805682362; recall=0.0]
[d0i=2.5; d1i=4.5227486417860465; recall=0.694]
[d0i=2.5; d1i=3.8315445425673635; recall=1.0]
[d0i=2.5; d1i=13.997139237518233; recall=0.916]
[d0i=2.5; d1i=17.82445877806832; recall=0.0]
[d0i=2.5; d1i=8.83960325974332; recall=0.053]
[d0i=2.5; d1i=2.240429737729046; recall=1.0]
[d0i=2.5; d1i=9.189421088393134; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.987]
[d0i=2.5; d1i=14.871206872965029; recall=0.012]
[d0i=2.5; d1i=11.67565572077065; recall=0.0]
[d0i=2.5; d1i=6.068612050973771; recall=0.894]
[d0i=2.5; d1i=7.534373971869817; recall=1.0]
[d0i=2.5; d1i=13.593609444643143; recall=0.412]
[d0i=2.5; d1i=13.997139237518233; recall=0.0]
[d0i=2.5; d1i=8.062393875992543; recall=0.213]
[d0i=2.5; d1i=5.827977929659551; recall=1.0]
[d0i=2.5; d1i=11.073399492437638; recall=0.966]
[d0i=2.5; d1i=14.926043201430861; recall=0.002]
[d0i=2.5; d1i=10.869173394677745; recall=0.002]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=19.591297119074383; recall=0.0]
[d0i=2.5; d1i=13.13181724889587; recall=0.0]
[d0i=2.5; d1i=1.7977518588320902; recall=0.879]
[d0i=2.5; d1i=4.760639689934556; recall=1.0]
[d0i=2.5; d1i=17.008764567602004; recall=0.119]
[d0i=2.5; d1i=17.824458778068323; recall=0.0]
[d0i=2.5; d1i=5.827977929659551; recall=0.061]
[d0i=2.5; d1i=1.311334590361855; recall=1.0]
[d0i=2.5; d1i=11.91441787134709; recall=0.998]
[d0i=2.5; d1i=19.70214314938634; recall=0.0]
[d0i=2.5; d1i=11.501595699328583; recall=0.0]
[d0i=2.5; d1i=10.25; recall=0.0]
[d0i=2.5; d1i=8.51061037593084; recall=0.04]
[d0i=2.5; d1i=9.713393257135824; recall=0.098]
[d0i=2.5; d1i=11.823844887856655; recall=0.002]
[d0i=2.5; d1i=11.272142454564278; recall=0.0]
[d0i=2.5; d1i=8.991489023359733; recall=0.007]
[d0i=2.5; d1i=8.83960325974332; recall=0.12]
[d0i=2.5; d1i=11.073399492437638; recall=0.018]
[d0i=2.5; d1i=11.91441787134709; recall=0.0]
[d0i=2.5; d1i=9.940078247310554; recall=0.0]
[d0i=2.5; d1i=8.489970369244812; recall=0.062]
[d0i=2.5; d1i=10.016947507911253; recall=0.079]
[d0i=2.5; d1i=10.25; recall=0.0]
[d0i=2.5; d1i=0.3720961380614411; recall=1.0]
[d0i=2.5; d1i=7.202638014891624; recall=1.0]
[d0i=2.5; d1i=19.187783852868005; recall=0.0]
[d0i=2.5; d1i=16.054694221281835; recall=0.0]
[d0i=2.5; d1i=3.1029811467055946; recall=0.545]
[d0i=2.5; d1i=2.2404297377290456; recall=1.0]
[d0i=2.5; d1i=14.92604320143086; recall=0.92]
[d0i=2.5; d1i=19.70214314938634; recall=0.0]
[d0i=2.5; d1i=8.489970369244812; recall=0.031]
[d0i=2.5; d1i=0.2548826058354706; recall=1.0]
[d0i=2.5; d1i=8.926506931062207; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.266]
[d0i=2.5; d1i=8.942027638960782; recall=0.75]
[d0i=2.5; d1i=9.846486733793629; recall=0.808]
[d0i=2.5; d1i=11.433487348316802; recall=0.361]
[d0i=2.5; d1i=11.018622545009329; recall=0.159]
[d0i=2.5; d1i=9.303634935651145; recall=0.559]
[d0i=2.5; d1i=9.189421088393136; recall=0.84]
[d0i=2.5; d1i=10.869173394677745; recall=0.625]
[d0i=2.5; d1i=11.501595699328583; recall=0.18]
[d0i=2.5; d1i=10.016947507911253; recall=0.315]
[d0i=2.5; d1i=8.926506931062208; recall=0.783]
[d0i=2.5; d1i=10.074751042489103; recall=0.783]
###########################################################



