############################################################
2020-07-16 23:34:36
[DataFrame Name] report/one_class/one_class_unsupervised_[1_-1_1]_[]_[0.1]/result_df.pkl
[Normal Mean] 1_-1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=10.25; d1i=2.5; recall=0.34]
[d0i=2.5; d1i=9.320904852632811; recall=0.9933333333333333]
[d0i=2.5; d1i=12.974996782953955; recall=0.37]
[d0i=2.5; d1i=12.019764556786491; recall=0.95]
[d0i=2.5; d1i=8.070980714733993; recall=0.9983333333333333]
[d0i=2.5; d1i=7.808001675042933; recall=0.9983333333333333]
[d0i=2.5; d1i=11.67565572077065; recall=0.785]
[d0i=2.5; d1i=13.13181724889587; recall=0.6766666666666666]
[d0i=2.5; d1i=9.713393257135825; recall=0.9966666666666667]
[d0i=2.5; d1i=7.202638014891624; recall=0.9983333333333333]
[d0i=2.5; d1i=9.846486733793629; recall=0.9833333333333333]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=19.082969754708596; recall=0.25333333333333335]
[d0i=2.5; d1i=12.974996782953953; recall=1.0]
[d0i=2.5; d1i=2.2576996547107093; recall=1.0]
[d0i=2.5; d1i=5.059355384650221; recall=1.0]
[d0i=2.5; d1i=16.640971429751524; recall=0.9966666666666667]
[d0i=2.5; d1i=17.412277833808375; recall=0.995]
[d0i=2.5; d1i=6.068612050973771; recall=1.0]
[d0i=2.5; d1i=1.7977518588320898; recall=1.0]
[d0i=2.5; d1i=11.823844887856653; recall=1.0]
[d0i=2.5; d1i=19.187783852868005; recall=0.09666666666666666]
[d0i=2.5; d1i=11.433487348316802; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.9983333333333333]
[d0i=2.5; d1i=15.986622113037729; recall=0.7283333333333334]
[d0i=2.5; d1i=12.019764556786491; recall=0.9166666666666666]
[d0i=2.5; d1i=5.059355384650223; recall=0.31333333333333335]
[d0i=2.5; d1i=6.878906527675742; recall=0.9966666666666667]
[d0i=2.5; d1i=14.400652503724608; recall=0.9966666666666667]
[d0i=2.5; d1i=14.901581805682365; recall=0.32]
[d0i=2.5; d1i=7.534373971869819; recall=0.9166666666666666]
[d0i=2.5; d1i=4.760639689934556; recall=0.745]
[d0i=2.5; d1i=11.272142454564282; recall=0.9983333333333333]
[d0i=2.5; d1i=16.054694221281835; recall=0.38666666666666666]
[d0i=2.5; d1i=11.01862254500933; recall=0.9433333333333334]
[d0i=2.5; d1i=10.25; recall=0.9983333333333333]
[d0i=2.5; d1i=3.1867948020779; recall=0.3]
[d0i=2.5; d1i=8.070980714733992; recall=1.0]
[d0i=2.5; d1i=16.640971429751524; recall=0.9866666666666667]
[d0i=2.5; d1i=14.400652503724604; recall=0.9433333333333334]
[d0i=2.5; d1i=5.13951690360658; recall=0.9383333333333334]
[d0i=2.5; d1i=4.522748641786046; recall=0.9933333333333333]
[d0i=2.5; d1i=13.593609444643143; recall=1.0]
[d0i=2.5; d1i=17.008764567602004; recall=0.12666666666666668]
[d0i=2.5; d1i=8.991489023359733; recall=0.9983333333333333]
[d0i=2.5; d1i=3.1029811467055946; recall=0.46166666666666667]
[d0i=2.5; d1i=9.303634935651147; recall=1.0]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=2.3343586016962656; recall=1.0]
[d0i=2.5; d1i=7.808001675042931; recall=1.0]
[d0i=2.5; d1i=17.412277833808375; recall=0.7716666666666666]
[d0i=2.5; d1i=14.901581805682362; recall=1.0]
[d0i=2.5; d1i=4.5227486417860465; recall=1.0]
[d0i=2.5; d1i=3.8315445425673635; recall=1.0]
[d0i=2.5; d1i=13.997139237518233; recall=0.9983333333333333]
[d0i=2.5; d1i=17.82445877806832; recall=0.7716666666666666]
[d0i=2.5; d1i=8.83960325974332; recall=1.0]
[d0i=2.5; d1i=2.240429737729046; recall=1.0]
[d0i=2.5; d1i=9.189421088393134; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.9966666666666667]
[d0i=2.5; d1i=14.871206872965029; recall=0.145]
[d0i=2.5; d1i=11.67565572077065; recall=1.0]
[d0i=2.5; d1i=6.068612050973771; recall=1.0]
[d0i=2.5; d1i=7.534373971869817; recall=1.0]
[d0i=2.5; d1i=13.593609444643143; recall=0.56]
[d0i=2.5; d1i=13.997139237518233; recall=0.9333333333333333]
[d0i=2.5; d1i=8.062393875992543; recall=1.0]
[d0i=2.5; d1i=5.827977929659551; recall=1.0]
[d0i=2.5; d1i=11.073399492437638; recall=0.975]
[d0i=2.5; d1i=14.926043201430861; recall=0.2733333333333333]
[d0i=2.5; d1i=10.869173394677745; recall=1.0]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=19.591297119074383; recall=0.7216666666666667]
[d0i=2.5; d1i=13.13181724889587; recall=1.0]
[d0i=2.5; d1i=1.7977518588320902; recall=0.995]
[d0i=2.5; d1i=4.760639689934556; recall=1.0]
[d0i=2.5; d1i=17.008764567602004; recall=1.0]
[d0i=2.5; d1i=17.824458778068323; recall=0.9583333333333334]
[d0i=2.5; d1i=5.827977929659551; recall=1.0]
[d0i=2.5; d1i=1.311334590361855; recall=1.0]
[d0i=2.5; d1i=11.91441787134709; recall=1.0]
[d0i=2.5; d1i=19.70214314938634; recall=0.23333333333333334]
[d0i=2.5; d1i=11.501595699328583; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.09333333333333334]
[d0i=2.5; d1i=8.51061037593084; recall=0.27]
[d0i=2.5; d1i=9.713393257135824; recall=0.86]
[d0i=2.5; d1i=11.823844887856655; recall=0.6933333333333334]
[d0i=2.5; d1i=11.272142454564278; recall=0.10666666666666667]
[d0i=2.5; d1i=8.991489023359733; recall=0.10666666666666667]
[d0i=2.5; d1i=8.83960325974332; recall=0.6933333333333334]
[d0i=2.5; d1i=11.073399492437638; recall=0.86]
[d0i=2.5; d1i=11.91441787134709; recall=0.2683333333333333]
[d0i=2.5; d1i=9.940078247310554; recall=0.09333333333333334]
[d0i=2.5; d1i=8.489970369244812; recall=0.35]
[d0i=2.5; d1i=10.016947507911253; recall=0.8766666666666667]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=0.3720961380614411; recall=1.0]
[d0i=2.5; d1i=7.202638014891624; recall=1.0]
[d0i=2.5; d1i=19.187783852868005; recall=0.9933333333333333]
[d0i=2.5; d1i=16.054694221281835; recall=1.0]
[d0i=2.5; d1i=3.1029811467055946; recall=1.0]
[d0i=2.5; d1i=2.2404297377290456; recall=1.0]
[d0i=2.5; d1i=14.92604320143086; recall=1.0]
[d0i=2.5; d1i=19.70214314938634; recall=0.63]
[d0i=2.5; d1i=8.489970369244812; recall=1.0]
[d0i=2.5; d1i=0.2548826058354706; recall=1.0]
[d0i=2.5; d1i=8.926506931062207; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.96]
[d0i=2.5; d1i=8.942027638960782; recall=0.9916666666666667]
[d0i=2.5; d1i=9.846486733793629; recall=0.9616666666666667]
[d0i=2.5; d1i=11.433487348316802; recall=0.7316666666666667]
[d0i=2.5; d1i=11.018622545009329; recall=0.9083333333333333]
[d0i=2.5; d1i=9.303634935651145; recall=0.9833333333333333]
[d0i=2.5; d1i=9.189421088393136; recall=0.9866666666666667]
[d0i=2.5; d1i=10.869173394677745; recall=0.8333333333333334]
[d0i=2.5; d1i=11.501595699328583; recall=0.8083333333333333]
[d0i=2.5; d1i=10.016947507911253; recall=0.97]
[d0i=2.5; d1i=8.926506931062208; recall=0.9916666666666667]
[d0i=2.5; d1i=10.074751042489103; recall=0.935]
###########################################################



