############################################################
2020-08-10 08:03:46
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[1_1_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=12.25; d1i=2.5; recall=0.637]
[d0i=7.13951690360658; d1i=2.5; recall=1.0]
[d0i=7.1395169036065775; d1i=2.5; recall=0.994]
[d0i=7.139516903606578; d1i=2.5; recall=1.0]
[d0i=2.2940058912239656; d1i=2.5; recall=0.709]
[d0i=2.2940058912239656; d1i=2.5; recall=0.756]
[d0i=2.2940058912239656; d1i=2.5; recall=0.605]
[d0i=2.2940058912239656; d1i=2.5; recall=0.231]
[d0i=2.2940058912239656; d1i=2.5; recall=0.565]
[d0i=2.2940058912239656; d1i=2.5; recall=0.774]
[d0i=2.2940058912239656; d1i=2.5; recall=0.725]
[d0i=2.2940058912239656; d1i=2.5; recall=0.371]
[d0i=2.2940058912239656; d1i=2.5; recall=0.344]
[d0i=2.2940058912239656; d1i=2.5; recall=0.734]
[d0i=2.2940058912239656; d1i=2.5; recall=0.759]
[d0i=2.2940058912239656; d1i=2.5; recall=0.568]
============================================================
Recall when d1i changes (FPR=10%):
[d0i=2.5; d1i=2.25; recall=0.38]
[d0i=2.5; d1i=6.4787427505620805; recall=1.0]
[d0i=2.5; d1i=6.47874275056208; recall=0.998]
[d0i=2.5; d1i=6.47874275056208; recall=1.0]
[d0i=2.5; d1i=6.4787427505620805; recall=0.995]
[d0i=2.5; d1i=6.4787427505620805; recall=1.0]
[d0i=2.5; d1i=6.478742750562081; recall=1.0]
[d0i=2.5; d1i=6.47874275056208; recall=1.0]
[d0i=2.5; d1i=6.478742750562081; recall=1.0]
[d0i=2.5; d1i=6.478742750562081; recall=0.53]
[d0i=2.5; d1i=6.47874275056208; recall=1.0]
[d0i=2.5; d1i=6.478742750562079; recall=0.999]
[d0i=2.5; d1i=6.4787427505620805; recall=1.0]
[d0i=2.5; d1i=12.012064902075782; recall=0.995]
[d0i=2.5; d1i=12.012064902075782; recall=0.998]
[d0i=2.5; d1i=12.012064902075782; recall=0.991]
[d0i=2.5; d1i=12.012064902075782; recall=0.366]
[d0i=2.5; d1i=12.012064902075782; recall=0.948]
[d0i=2.5; d1i=12.012064902075783; recall=0.999]
[d0i=2.5; d1i=12.012064902075782; recall=0.998]
[d0i=2.5; d1i=12.012064902075782; recall=0.778]
[d0i=2.5; d1i=12.012064902075782; recall=0.674]
[d0i=2.5; d1i=12.012064902075782; recall=0.997]
[d0i=2.5; d1i=12.012064902075782; recall=0.999]
[d0i=2.5; d1i=12.012064902075782; recall=0.977]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=0.254]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=0.998]
[d0i=2.5; d1i=9.490368080645851; recall=0.997]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=9.490368080645851; recall=0.099]
[d0i=2.5; d1i=9.490368080645851; recall=1.0]
[d0i=2.5; d1i=3.179095147367191; recall=0.999]
[d0i=2.5; d1i=3.1790951473671925; recall=0.727]
[d0i=2.5; d1i=3.179095147367191; recall=0.919]
[d0i=2.5; d1i=3.1790951473671916; recall=0.322]
[d0i=2.5; d1i=3.1790951473671916; recall=0.998]
[d0i=2.5; d1i=3.179095147367192; recall=0.998]
[d0i=2.5; d1i=3.1790951473671916; recall=0.327]
[d0i=2.5; d1i=3.179095147367192; recall=0.918]
[d0i=2.5; d1i=3.179095147367191; recall=0.742]
[d0i=2.5; d1i=3.179095147367192; recall=0.999]
[d0i=2.5; d1i=3.1790951473671916; recall=0.391]
[d0i=2.5; d1i=3.179095147367192; recall=0.944]
[d0i=2.5; d1i=3.753745967608124; recall=0.999]
[d0i=2.5; d1i=3.7537459676081246; recall=0.302]
[d0i=2.5; d1i=3.753745967608124; recall=1.0]
[d0i=2.5; d1i=3.7537459676081237; recall=0.984]
[d0i=2.5; d1i=3.753745967608124; recall=0.944]
[d0i=2.5; d1i=3.753745967608124; recall=0.941]
[d0i=2.5; d1i=3.7537459676081233; recall=0.989]
[d0i=2.5; d1i=3.7537459676081237; recall=1.0]
[d0i=2.5; d1i=3.7537459676081246; recall=0.124]
[d0i=2.5; d1i=3.753745967608124; recall=0.999]
[d0i=2.5; d1i=3.753745967608124; recall=0.456]
[d0i=2.5; d1i=3.7537459676081246; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=0.773]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=0.999]
[d0i=2.5; d1i=10.24230034528929; recall=0.771]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=10.24230034528929; recall=1.0]
[d0i=2.5; d1i=11.669387365911858; recall=0.989]
[d0i=2.5; d1i=11.669387365911858; recall=0.139]
[d0i=2.5; d1i=11.66938736591186; recall=1.0]
[d0i=2.5; d1i=11.669387365911858; recall=1.0]
[d0i=2.5; d1i=11.66938736591186; recall=1.0]
[d0i=2.5; d1i=11.669387365911858; recall=0.553]
[d0i=2.5; d1i=11.669387365911858; recall=0.936]
[d0i=2.5; d1i=11.66938736591186; recall=1.0]
[d0i=2.5; d1i=11.66938736591186; recall=1.0]
[d0i=2.5; d1i=11.669387365911858; recall=0.968]
[d0i=2.5; d1i=11.669387365911858; recall=0.266]
[d0i=2.5; d1i=11.669387365911858; recall=1.0]
[d0i=2.5; d1i=5.62109347232426; recall=1.0]
[d0i=2.5; d1i=5.621093472324262; recall=0.721]
[d0i=2.5; d1i=5.621093472324261; recall=1.0]
[d0i=2.5; d1i=5.621093472324261; recall=0.993]
[d0i=2.5; d1i=5.621093472324261; recall=1.0]
[d0i=2.5; d1i=5.621093472324262; recall=1.0]
[d0i=2.5; d1i=5.621093472324259; recall=0.963]
[d0i=2.5; d1i=5.621093472324261; recall=1.0]
[d0i=2.5; d1i=5.621093472324261; recall=1.0]
[d0i=2.5; d1i=5.62109347232426; recall=1.0]
[d0i=2.5; d1i=5.621093472324261; recall=0.235]
[d0i=2.5; d1i=5.621093472324259; recall=1.0]
[d0i=2.5; d1i=2.3280902468374753; recall=0.097]
[d0i=2.5; d1i=2.3280902468374753; recall=0.267]
[d0i=2.5; d1i=2.3280902468374753; recall=0.853]
[d0i=2.5; d1i=2.3280902468374753; recall=0.683]
[d0i=2.5; d1i=2.3280902468374753; recall=0.11]
[d0i=2.5; d1i=2.3280902468374753; recall=0.11]
[d0i=2.5; d1i=2.3280902468374753; recall=0.683]
[d0i=2.5; d1i=2.3280902468374753; recall=0.853]
[d0i=2.5; d1i=2.3280902468374753; recall=0.266]
[d0i=2.5; d1i=2.3280902468374753; recall=0.097]
[d0i=2.5; d1i=2.3280902468374753; recall=0.341]
[d0i=2.5; d1i=2.3280902468374753; recall=0.867]
[d0i=2.5; d1i=7.36048309639342; recall=1.0]
[d0i=2.5; d1i=7.360483096393419; recall=1.0]
[d0i=2.5; d1i=7.36048309639342; recall=1.0]
[d0i=2.5; d1i=7.360483096393418; recall=0.989]
[d0i=2.5; d1i=7.36048309639342; recall=1.0]
[d0i=2.5; d1i=7.360483096393419; recall=1.0]
[d0i=2.5; d1i=7.360483096393418; recall=1.0]
[d0i=2.5; d1i=7.360483096393419; recall=1.0]
[d0i=2.5; d1i=7.360483096393421; recall=0.631]
[d0i=2.5; d1i=7.36048309639342; recall=1.0]
[d0i=2.5; d1i=7.360483096393417; recall=1.0]
[d0i=2.5; d1i=7.360483096393418; recall=1.0]
[d0i=2.5; d1i=12.205994108776034; recall=0.96]
[d0i=2.5; d1i=12.205994108776034; recall=0.99]
[d0i=2.5; d1i=12.205994108776034; recall=0.953]
[d0i=2.5; d1i=12.205994108776034; recall=0.742]
[d0i=2.5; d1i=12.205994108776034; recall=0.905]
[d0i=2.5; d1i=12.205994108776034; recall=0.986]
[d0i=2.5; d1i=12.205994108776034; recall=0.98]
[d0i=2.5; d1i=12.205994108776034; recall=0.833]
[d0i=2.5; d1i=12.205994108776034; recall=0.811]
[d0i=2.5; d1i=12.205994108776034; recall=0.971]
[d0i=2.5; d1i=12.205994108776034; recall=0.989]
[d0i=2.5; d1i=12.205994108776034; recall=0.929]
###########################################################



